series_num,status,year,doy,datetime,rocket,pot_name,pot_lat,pot_lon,orbit,mass,dst_mean,dst
79,0,2004,252,2004-09-08 23:14:05.000000,长征四号乙（遥7）,太原卫星发射中心七号发射阵地（七号发射工位）38°50′56″N,38.84888,111.60801,太阳同步轨道,雷电一号电子侦察卫星（01组A星）（实践六号A空间环境探测卫星）（实践六号01组A星）  雷电一号电子侦察卫星（01组B星）（实践六号B空间环境探测卫星）（实践六号01组B星）  ,,
80,0,2004,271,2004-09-27 08:00:04.000000,长征二号丁（遥5）,酒泉卫星发射中心九十四号发射阵地（九十四号发射工位）40°57′38″N,40.96069,100.29818,近地轨道,尖兵四号摄影测绘卫星02星（返回式遥感卫星3号02星）（科学探测与技术试验卫星） ,,
81,0,2004,293,2004-10-19 01:20:04.635000,长征三号甲（遥9）,西昌卫星发射中心二号发射工位28°14′44″N,28.24548,102.02685,地球同步转移轨道,风云二号C气象卫星（风云二号04星） ,,
82,0,2004,311,2004-11-06 03:10:00.000000,长征四号乙（遥8）,太原卫星发射中心七号发射阵地（七号发射工位）38°50′56″N,38.84888,111.60801,太阳同步轨道,资源二号卫星（03星）（尖兵三号普查卫星03星） ,,
83,0,2004,323,2004-11-18 10:45:00.000000,长征二号丙（遥15）,西昌卫星发射中心三号发射工位28°14′49″N,28.24705,102.02906,太阳同步轨道,前哨一号电子侦察卫星（试验卫星二号） ,,
84,0,2005,102,2005-04-12 12:00:00.000000,长征三号乙（遥6）,西昌卫星发射中心二号发射工位28°14′44″N,28.24548,102.02685,超同步转移轨道,亚太六号通信卫星 ,,
85,0,2005,186,2005-07-05 22:40:00.000000,长征二号丁（遥6）,酒泉卫星发射中心九十四号发射阵地（九十四号发射工位）40°57′38″N,40.96069,100.29818,太阳同步轨道,探索二号卫星（实践七号科学试验卫星） ,,
86,0,2005,214,2005-08-02 07:30:02.000000,长征二号丙（遥13）,酒泉卫星发射中心九十四号发射阵地（九十四号发射工位）40°57′38″N,40.96069,100.29818,近地轨道,尖兵二号国土详查卫星02星（返回式遥感卫星4号02星）（科学探测与技术试验卫星） ,,
87,0,2005,241,2005-08-29 08:45:04.000000,长征二号丁（遥7）,酒泉卫星发射中心九十四号发射阵地（九十四号发射工位）40°57′38″N,40.96069,100.29818,近地轨道,尖兵四号摄影测绘卫星03星（返回式遥感卫星3号03星）（科学探测与技术试验卫星） ,,
88,0,2005,285,2005-10-12 01:00:03.583000,长征二号Ｆ（遥6）,酒泉卫星发射中心九十一号发射阵地（九十一号发射工位）40°57′28″N,40.9579,100.29102,近地椭圆轨道,神舟六号载人航天飞船（费俊龙、聂海胜） ,,
89,0,2006,116,2006-04-26 22:48:11.000000,长征四号乙（遥9）（长征四号丙（遥1））,太原卫星发射中心七号发射阵地（七号发射工位）38°50′56″N,38.84888,111.60801,太阳同步轨道,尖兵五号侦察卫星（01星）（遥感卫星一号） ,,
90,0,2006,252,2006-09-09 07:00:04.000000,长征二号丙（遥16）,酒泉卫星发射中心九十四号发射阵地（九十四号发射工位）40°57′38″N,40.96069,100.29818,近地轨道,实践八号育种卫星 ,,
91,0,2006,255,2006-09-12 16:02:00.000000,长征三号甲（遥10）,西昌卫星发射中心二号发射工位28°14′44″N,28.24548,102.02685,超同步转移轨道,烽火一号A战术通信卫星（中星22号A通信卫星） ,,
92,0,2006,296,2006-10-23 23:34:03.000000,长征四号乙（遥16）,太原卫星发射中心七号发射阵地（七号发射工位）38°50′56″N,38.84888,111.60801,太阳同步轨道,雷电一号电子侦察卫星（02组A星）（实践六号C空间环境探测卫星）（实践六号02组A星）  雷电一号电子侦察卫星（02组B星）（实践六号D空间环境探测卫星）（实践六号02组B星）  ,,
93,0,2006,301,2006-10-28 16:20:52.000000,长征三号乙（遥7）,西昌卫星发射中心二号发射工位28°14′44″N,28.24548,102.02685,地球同步转移轨道,鑫诺二号通信卫星 ,,
94,0,2006,342,2006-12-08 00:53:22.656000,长征三号甲（遥11）,西昌卫星发射中心二号发射工位28°14′44″N,28.24548,102.02685,地球同步转移轨道,风云二号D气象卫星（风云二号05星） ,,
95,0,2007,33,2007-02-02 16:28:00.000000,长征三号甲（遥12）,西昌卫星发射中心二号发射工位28°14′44″N,28.24548,102.02685,超同步转移轨道,北斗导航试验卫星（1D星） ,,
96,0,2007,101,2007-04-11 03:27:15.033000,长征二号丙（遥18）,太原卫星发射中心七号发射阵地（七号发射工位）38°50′56″N,38.84888,111.60801,太阳同步轨道,海洋一号B卫星（海洋水色监测卫星（B星）） ,,
97,0,2007,103,2007-04-13 20:11:08.000000,长征三号甲（遥13）,西昌卫星发射中心三号发射工位28°14′49″N,28.24705,102.02906,中地球转移轨道,北斗导航卫星（M1星） ,,
98,0,2007,133,2007-05-13 16:01:02.937000,长征三号乙改进Ⅱ型（遥9）,西昌卫星发射中心二号发射工位28°14′44″N,28.24548,102.02685,超同步转移轨道,尼日利亚通信卫星一号（ 奈及利亚） ,,
99,0,2007,145,2007-05-25 07:12:00.000000,长征二号丁（遥8）,酒泉卫星发射中心九十四号发射阵地（九十四号发射工位）40°57′38″N,40.96069,100.29818,太阳同步轨道,尖兵六号侦察卫星（01星）（遥感卫星二号）  浙江大学皮星一号卫星  ,,
100,0,2007,151,2007-05-31 16:08:00.000000,长征三号甲（遥15）,西昌卫星发射中心三号发射工位28°14′49″N,28.24705,102.02906,超同步转移轨道,鑫诺三号通信卫星（中星五号C通信卫星）（欧洲通信卫星三号A（英语：Eutelsat））（欧洲通信卫星八号（West D星）） ,,
101,0,2007,186,2007-07-05 12:08:03.807000,长征三号乙（遥10）,西昌卫星发射中心二号发射工位28°14′44″N,28.24548,102.02685,超同步转移轨道,中星六号B通信卫星 ,,
102,0,2007,262,2007-09-19 03:26:13.445000,长征四号乙（遥17）,太原卫星发射中心七号发射阵地（七号发射工位）38°50′56″N,38.84888,111.60801,太阳同步轨道,中巴地球资源卫星（02B星）（资源一号卫星（02B星））（ 中国／ 巴西） ,,
103,0,2007,297,2007-10-24 10:05:04.602000,长征三号甲（遥14）,西昌卫星发射中心三号发射工位28°14′49″N,28.24705,102.02906,高椭圆轨道,嫦娥一号探月卫星 ,,
104,0,2007,315,2007-11-11 22:48:14.843000,长征四号丙（遥3）,太原卫星发射中心七号发射阵地（七号发射工位）38°50′56″N,38.84888,111.60801,太阳同步轨道,尖兵五号侦察卫星（02星）（遥感卫星三号） ,,
105,0,2008,116,2008-04-25 15:35:07.852000,长征三号丙（遥1）,西昌卫星发射中心二号发射工位28°14′44″N,28.24548,102.02685,超同步转移轨道,天链一号数据中继卫星（01星） ,,
106,0,2008,148,2008-05-27 03:02:33.070000,长征四号丙（遥2）,太原卫星发射中心七号发射阵地（七号发射工位）38°50′56″N,38.84888,111.60801,太阳同步轨道,风云三号A气象卫星（风云三号01星） ,,
107,0,2008,161,2008-06-09 12:15:04.393000,长征三号乙（遥11）,西昌卫星发射中心二号发射工位28°14′44″N,28.24548,102.02685,超同步转移轨道,中星九号通信卫星 ,,
108,0,2008,250,2008-09-06 03:25:07.000000,长征二号丙／固体发动机甲（遥1）,太原卫星发射中心七号发射阵地（七号发射工位）38°50′56″N,38.84888,111.60801,太阳同步轨道,环境与灾害监测预报一号小卫星星座（A星）（环境一号A卫星）（环境减灾卫星（A星））（搭载 泰国Ka通信试验转发器）  环境与灾害监测预报一号小卫星星座（B星）（环境一号B卫星）（环境减灾卫星（B星））  ,,
109,0,2008,269,2008-09-25 13:10:04.988000,长征二号Ｆ（遥7）,酒泉卫星发射中心九十一号发射阵地（九十一号发射工位）40°57′28″N,40.9579,100.29102,近地椭圆轨道,神舟七号载人航天飞船（主载荷）（翟志刚、刘伯明、景海鹏） 中科院上海微小卫星工程中心伴星一号（子星）（伴飞小卫星）  ,,
110,0,2008,299,2008-10-25 01:15:04.484000,长征四号乙（遥22）,太原卫星发射中心九号发射阵地（九号发射工位）38°51′48″N,38.8632,111.5896,太阳同步轨道,雷电一号电子侦察卫星（03组A星）（实践六号E空间环境探测卫星）（实践六号03组A星）  雷电一号电子侦察卫星（03组B星）（实践六号F空间环境探测卫星）（实践六号03组B星）  ,,
111,0,2008,303,2008-10-29 16:53:43.093000,长征三号乙改进Ⅱ型（遥12）,西昌卫星发射中心二号发射工位28°14′44″N,28.24548,102.02685,超同步转移轨道,西蒙·玻利瓦尔通信卫星[注 38]（委内瑞拉通信卫星一号）（ 委内瑞拉） ,,
112,0,2008,310,2008-11-05 00:15:03.909000,长征二号丁（遥12）,酒泉卫星发射中心九十四号发射阵地（九十四号发射工位）40°57′38″N,40.96069,100.29818,太阳同步轨道,哈尔滨工业大学试验卫星三号  创新一号（02星）（天讯一号卫星）  ,,
113,0,2008,336,2008-12-01 04:42:03.654000,长征二号丁（遥9）,酒泉卫星发射中心九十四号发射阵地（九十四号发射工位）40°57′38″N,40.96069,100.29818,太阳同步轨道,尖兵六号侦察卫星（02星）（遥感卫星四号） ,,
114,0,2008,350,2008-12-15 03:22:04.521000,长征四号乙（遥20）,太原卫星发射中心九号发射阵地（九号发射工位）38°51′48″N,38.8632,111.5896,太阳同步轨道,尖兵八号侦察卫星（01星）（遥感卫星五号） ,,
115,0,2008,358,2008-12-23 00:54:04.330000,长征三号甲（遥20）,西昌卫星发射中心三号发射工位28°14′49″N,28.24705,102.02906,地球同步转移轨道,风云二号E气象卫星（风云二号06星） ,,
116,0,2009,104,2009-04-14 16:16:03.000000,长征三号丙（遥3）,西昌卫星发射中心二号发射工位28°14′44″N,28.24548,102.02685,地球同步转移轨道,北斗导航卫星（G2星） ,,
117,0,2009,112,2009-04-22 02:55:04.562000,长征二号丙（遥19）,太原卫星发射中心七号发射阵地（七号发射工位）38°50′56″N,38.84888,111.60801,太阳同步轨道,尖兵七号侦察卫星（01星）（遥感卫星六号） ,,
118,0,2009,243,2009-08-31 09:28:00.000000,长征三号乙（遥8）,西昌卫星发射中心二号发射工位28°14′44″N,28.24548,102.02685,超同步转移轨道,帕拉帕D通信卫星（ 印尼） ,,
119,0,2009,316,2009-11-12 02:45:04.000000,长征二号丙（遥21）,酒泉卫星发射中心九十四号发射阵地（九十四号发射工位）40°57′38″N,40.96069,100.29818,太阳同步轨道,前哨二号红外预警卫星（01星）（实践十一号卫星（01星）） ,,
120,0,2009,343,2009-12-09 08:42:00.000000,长征二号丁（遥10）,酒泉卫星发射中心九十四号发射阵地（九十四号发射工位）40°57′38″N,40.96069,100.29818,太阳同步轨道,尖兵六号侦察卫星（03星）（遥感卫星七号） ,,
121,0,2009,349,2009-12-15 02:31:04.790000,长征四号丙（遥4）,太原卫星发射中心九号发射阵地（九号发射工位）38°51′48″N,38.8632,111.5896,太阳同步轨道,尖兵九号侦察卫星（01星）（遥感卫星八号）  希望一号科普卫星  ,,
122,0,2010,16,2010-01-16 16:12:04.391000,长征三号丙（遥2）,西昌卫星发射中心二号发射工位28°14′44″N,28.24548,102.02685,地球同步转移轨道,北斗导航卫星（G1星） ,,
123,0,2010,64,2010-03-05 04:55:05.227000,长征四号丙（遥5）,酒泉卫星发射中心九十四号发射阵地（九十四号发射工位）40°57′38″N,40.96069,100.29818,近地轨道,遥感卫星九号A  遥感卫星九号B   遥感卫星九号C  ,,
124,0,2010,153,2010-06-02 15:53:04.524000,长征三号丙（遥4）,西昌卫星发射中心二号发射工位28°14′44″N,28.24548,102.02685,地球同步转移轨道,北斗导航卫星（G3星） ,,
125,0,2010,166,2010-06-15 01:39:04.115000,长征二号丁（遥15）,酒泉卫星发射中心九十四号发射阵地（九十四号发射工位）40°57′38″N,40.96069,100.29818,太阳同步轨道,实践十二号卫星 ,,
126,0,2010,212,2010-07-31 21:30:04.278000,长征三号甲（遥16）,西昌卫星发射中心三号发射工位28°14′49″N,28.24705,102.02906,地球同步转移轨道,北斗导航卫星（I1星） ,,
127,0,2010,221,2010-08-09 22:49:05.551000,长征四号丙（遥6）,太原卫星发射中心九号发射阵地（九号发射工位）38°51′48″N,38.8632,111.5896,太阳同步轨道,尖兵五号侦察卫星（03星）（遥感卫星十号） ,,
128,0,2010,236,2010-08-24 07:10:04.075000,长征二号丁（遥14）,酒泉卫星发射中心九十四号发射阵地（九十四号发射工位）40°57′38″N,40.96069,100.29818,太阳同步轨道,天绘一号（01星） ,,
129,0,2010,247,2010-09-04 16:14:04.227000,长征三号乙改进Ⅱ型（遥13）,西昌卫星发射中心二号发射工位28°14′44″N,28.24548,102.02685,超同步转移轨道,鑫诺六号通信卫星（中星六号A通信卫星） ,,
130,0,2010,265,2010-09-22 02:42:03.835000,长征二号丁（遥11）,酒泉卫星发射中心九十四号发射阵地（九十四号发射工位）40°57′38″N,40.96069,100.29818,太阳同步轨道,尖兵六号侦察卫星（04星）（遥感卫星十一号）  浙江大学皮星一号A卫星（01星）   浙江大学皮星一号A卫星（02星）  ,,
131,0,2010,274,2010-10-01 10:59:57.345000,长征三号丙（遥7）,西昌卫星发射中心二号发射工位28°14′44″N,28.24548,102.02685,地月转移轨道,嫦娥二号探月卫星 ,,
132,0,2010,279,2010-10-06 00:49:05.433000,长征四号乙（遥23）,太原卫星发射中心九号发射阵地（九号发射工位）38°51′48″N,38.8632,111.5896,太阳同步轨道,雷电一号电子侦察卫星（04组A星）（实践六号G空间环境探测卫星）（实践六号04组A星）  雷电一号电子侦察卫星（04组B星）（实践六号H空间环境探测卫星）（实践六号04组B星）  ,,
133,0,2010,304,2010-10-31 16:26:03.956000,长征三号丙（遥5）,西昌卫星发射中心二号发射工位28°14′44″N,28.24548,102.02685,地球同步转移轨道,北斗导航卫星（G4星） ,,
134,0,2010,308,2010-11-04 18:37:12.089000,长征四号丙（遥7）,太原卫星发射中心九号发射阵地（九号发射工位）38°51′48″N,38.8632,111.5896,太阳同步轨道,风云三号B气象卫星（风云三号02星） ,,
135,0,2010,328,2010-11-24 16:09:04.339000,长征三号甲（遥21）,西昌卫星发射中心三号发射工位28°14′49″N,28.24705,102.02906,超同步转移轨道,神通一号A战略通信卫星（中星20号A通信卫星） ,,
136,0,2010,351,2010-12-17 20:20:04.378000,长征三号甲（遥18）,西昌卫星发射中心三号发射工位28°14′49″N,28.24705,102.02906,地球同步转移轨道,北斗导航卫星（I2星） ,,
137,0,2011,99,2011-04-09 20:47:04.570000,长征三号甲（遥19）,西昌卫星发射中心三号发射工位28°14′49″N,28.24705,102.02906,地球同步转移轨道,北斗导航卫星（I3星） ,,
138,0,2011,171,2011-06-20 16:13:04.358000,长征三号乙改进Ⅱ型（遥20）,西昌卫星发射中心二号发射工位28°14′44″N,28.24548,102.02685,超同步转移轨道,鑫诺五号通信卫星（中星十号通信卫星） ,,
139,0,2011,187,2011-07-06 04:28:03.993000,长征二号丙（遥25）,酒泉卫星发射中心九十四号发射阵地（九十四号发射工位）40°57′38″N,40.96069,100.29818,太阳同步轨道,前哨二号红外预警卫星（03星）（实践十一号卫星（03星）） ,,
140,0,2011,192,2011-07-11 15:41:03.700000,长征三号丙（遥8）,西昌卫星发射中心二号发射工位28°14′44″N,28.24548,102.02685,超同步转移轨道,天链一号数据中继卫星（02星） ,,
141,0,2011,207,2011-07-26 21:44:28.206000,长征三号甲（遥17）,西昌卫星发射中心三号发射工位28°14′49″N,28.24705,102.02906,地球同步转移轨道,北斗导航卫星（I4星） ,,
142,0,2011,210,2011-07-29 07:42:03.570000,长征二号丙（遥24）,酒泉卫星发射中心九十四号发射阵地（九十四号发射工位）40°57′38″N,40.96069,100.29818,太阳同步轨道,前哨二号红外预警卫星（02星）（实践十一号卫星（02星）） ,,
143,0,2011,223,2011-08-11 16:15:04.434000,长征三号乙改进Ⅱ型（遥19）,西昌卫星发射中心二号发射工位28°14′44″N,28.24548,102.02685,超同步转移轨道,巴基斯坦通信卫星一号R（ 巴基斯坦） ,,
144,0,2011,227,2011-08-15 22:57:19.319000,长征四号乙（遥14）,太原卫星发射中心九号发射阵地（九号发射工位）38°51′48″N,38.8632,111.5896,太阳同步轨道,海洋二号A卫星（海洋动力环境监测卫星（A星）） ,,
145,0,2011,230,2011-08-18 09:28:03.744000,长征二号丙（遥26）,酒泉卫星发射中心九十四号发射阵地（九十四号发射工位）40°57′38″N,40.96069,100.29818,太阳同步轨道,前哨二号红外预警卫星（04星）（实践十一号卫星（04星）） ,,
146,0,2011,261,2011-09-18 16:33:03.621000,长征三号乙改进Ⅲ型（遥16）,西昌卫星发射中心二号发射工位28°14′44″N,28.24548,102.02685,地球同步转移轨道,烽火二号A战术通信卫星（中星一号A通信卫星） ,,
147,0,2011,272,2011-09-29 13:16:03.507000,长征二号Ｆ改进型（天1）,酒泉卫星发射中心九十一号发射阵地（九十一号发射工位）40°57′28″N,40.9579,100.29102,近地椭圆轨道,天宫一号目标飞行器 ,,
148,0,2011,280,2011-10-07 08:21:04.348000,长征三号乙改进Ⅱ型（遥18）,西昌卫星发射中心二号发射工位28°14′44″N,28.24548,102.02685,地球同步转移轨道,欧洲通信卫星（W3C星）（英语：Eutelsat）（欧洲通信卫星16号A）（欧洲通信卫星组织） ,,
149,0,2011,304,2011-10-31 21:58:10.430000,长征二号Ｆ改进型（遥8）,酒泉卫星发射中心九十一号发射阵地（九十一号发射工位）40°57′28″N,40.9579,100.29102,近地椭圆轨道,神舟八号航天飞船 ,,
150,0,2011,313,2011-11-09 03:21:05.279000,长征四号乙（遥21）,太原卫星发射中心九号发射阵地（九号发射工位）38°51′48″N,38.8632,111.5896,太阳同步轨道,尖兵八号侦察卫星（02星）（遥感卫星十二号）  南京航空航天大学天巡一号卫星  ,,
151,0,2011,324,2011-11-20 00:15:04.609000,长征二号丁（遥19）,酒泉卫星发射中心九十四号发射阵地（九十四号发射工位）40°57′38″N,40.96069,100.29818,太阳同步轨道,试验卫星四号  创新一号（03星）  ,,
152,0,2011,333,2011-11-29 18:50:04.467000,长征二号丙（遥20）,太原卫星发射中心九号发射阵地（九号发射工位）38°51′48″N,38.8632,111.5896,太阳同步轨道,尖兵七号侦察卫星（02星）（遥感卫星十三号） ,,
153,0,2011,335,2011-12-01 21:07:04.189000,长征三号甲（遥23）,西昌卫星发射中心三号发射工位28°14′49″N,28.24705,102.02906,地球同步转移轨道,北斗导航卫星（I5星） ,,
154,0,2011,353,2011-12-19 16:41:03.663000,长征三号乙改进Ⅱ型（遥21）,西昌卫星发射中心二号发射工位28°14′44″N,28.24548,102.02685,超同步转移轨道,尼日利亚通信卫星一号R（ 奈及利亚） ,,
155,0,2011,356,2011-12-22 03:26:14.025000,长征四号乙（遥15）,太原卫星发射中心九号发射阵地（九号发射工位）38°51′48″N,38.8632,111.5896,太阳同步轨道,资源一号卫星（02C星）（国土资源一号（02C星）） ,,
156,0,2012,9,2012-01-09 03:17:09.979000,长征四号乙（遥26）,太原卫星发射中心九号发射阵地（九号发射工位）38°51′48″N,38.8632,111.5896,太阳同步轨道,资源三号卫星（01星）  海洋交通运输跟踪测量小卫星2号（英语：VesselSat-2）（ 卢森堡）  ,,
157,0,2012,13,2012-01-13 00:56:04.326000,长征三号甲（遥22）,西昌卫星发射中心三号发射工位28°14′49″N,28.24705,102.02906,地球同步转移轨道,风云二号F气象卫星（风云二号07星） ,,
158,0,2012,55,2012-02-24 16:12:04.289000,长征三号丙（遥6）,西昌卫星发射中心二号发射工位28°14′44″N,28.24548,102.02685,地球同步转移轨道,北斗导航卫星（G5星） ,,
159,0,2012,91,2012-03-31 10:27:04.438000,长征三号乙改进Ⅱ型（遥22）,西昌卫星发射中心二号发射工位28°14′44″N,28.24548,102.02685,超同步转移轨道,亚太七号通信卫星 ,,
160,0,2012,120,2012-04-29 20:50:03.968000,长征三号乙改进Ⅰ型（遥14）,西昌卫星发射中心二号发射工位28°14′44″N,28.24548,102.02685,中地球转移轨道,北斗导航卫星（M3星）  北斗导航卫星（M4星）  ,,
161,0,2012,127,2012-05-06 07:10:04.736000,长征二号丁（遥17）,酒泉卫星发射中心九十四号发射阵地（九十四号发射工位）40°57′38″N,40.96069,100.29818,太阳同步轨道,天绘一号（02星） ,,
162,0,2012,131,2012-05-10 07:06:04.493000,长征四号乙（遥12）,太原卫星发射中心九号发射阵地（九号发射工位）38°51′48″N,38.8632,111.5896,太阳同步轨道,遥感卫星十四号  国防科技大学天拓一号卫星  ,,
163,0,2012,147,2012-05-26 15:56:04.241000,长征三号乙改进Ⅲ型（遥17）,西昌卫星发射中心二号发射工位28°14′44″N,28.24548,102.02685,地球同步转移轨道,神通二号A战略通信卫星（中星二号A通信卫星） ,,
164,0,2012,150,2012-05-29 07:31:05.187000,长征四号丙（遥10）,太原卫星发射中心九号发射阵地（九号发射工位）38°51′48″N,38.8632,111.5896,太阳同步轨道,尖兵九号侦察卫星（02星）（遥感卫星十五号） ,,
165,0,2012,168,2012-06-16 10:37:24.558000,长征二号Ｆ改进型（遥9）,酒泉卫星发射中心九十一号发射阵地（九十一号发射工位）40°57′28″N,40.9579,100.29102,近地椭圆轨道,神舟九号载人航天飞船（景海鹏、刘旺、刘洋） ,,
166,0,2012,207,2012-07-25 15:43:03.769000,长征三号丙（遥9）,西昌卫星发射中心二号发射工位28°14′44″N,28.24548,102.02685,超同步转移轨道,天链一号数据中继卫星（03星） ,,
167,0,2012,262,2012-09-18 19:10:04.179000,长征三号乙改进Ⅰ型（遥15）,西昌卫星发射中心二号发射工位28°14′44″N,28.24548,102.02685,中地球转移轨道,北斗导航卫星（M5星）  北斗导航卫星（M6星）  ,,
168,0,2012,273,2012-09-29 04:12:04.576000,长征二号丁（遥16）,酒泉卫星发射中心九十四号发射阵地（九十四号发射工位）40°57′38″N,40.96069,100.29818,太阳同步轨道,米兰达卫星[注 41]（委内瑞拉遥感卫星一号（英语：VRSS-1））（ 委内瑞拉） ,,
169,0,2012,288,2012-10-14 03:25:05.010000,长征二号丙／固体发动机甲（遥2）,太原卫星发射中心九号发射阵地（九号发射工位）38°51′48″N,38.8632,111.5896,太阳同步轨道,实践九号A新技术试验卫星  实践九号B新技术试验卫星  ,,
170,0,2012,299,2012-10-25 15:33:04.198000,长征三号丙（遥10）,西昌卫星发射中心二号发射工位28°14′44″N,28.24548,102.02685,地球同步转移轨道,北斗导航卫星（G6星）（北斗导航卫星（G2R星）） ,,
171,0,2012,323,2012-11-18 22:53:04.688000,长征二号丙（遥17）,太原卫星发射中心九号发射阵地（九号发射工位）38°51′48″N,38.8632,111.5896,太阳同步轨道,环境与灾害监测预报一号小卫星星座（C星）（环境一号C卫星）（环境减灾卫星（C星））  新技术验证一号卫星（新技术试验卫星一号）（新验一号）   蜂鸟试验载荷（蜂鸟一号）  ,,
172,0,2012,330,2012-11-25 04:06:04.000000,长征四号丙（遥9）,酒泉卫星发射中心九十四号发射阵地（九十四号发射工位）40°57′38″N,40.96069,100.29818,近地轨道,遥感卫星十六号A  遥感卫星十六号B   遥感卫星十六号C  ,,
173,0,2012,332,2012-11-27 10:13:03.960000,长征三号乙改进Ⅱ型（遥24）,西昌卫星发射中心二号发射工位28°14′44″N,28.24548,102.02685,超同步转移轨道,中星十二号通信卫星（中星十五号A通信卫星）（中卫二号通信卫星）（亚太七号B通信卫星） ,,
174,0,2012,353,2012-12-18 16:13:04.719000,长征二号丁（遥22）,酒泉卫星发射中心九十四号发射阵地（九十四号发射工位）40°57′38″N,40.96069,100.29818,太阳同步轨道,格克图尔克2号地球观测卫星（ 土耳其） ,,
175,0,2013,116,2013-04-26 04:13:04.505000,长征二号丁（遥18）,酒泉卫星发射中心九十四号发射阵地（九十四号发射工位）40°57′38″N,40.96069,100.29818,太阳同步轨道,高分一号卫星  TurkSat-3USat（英语：TurkSat-3USat）立方星（ 土耳其）   NEE-01（西班牙语：NEE-01 Pegaso） 「珀伽索斯」立方星[注 42]（ 厄瓜多尔）   CubeBug-1（西班牙语：Capitán Beto (nanosatélite)）「贝托舰长」立方星[注 43]（ 阿根廷）  ,,
176,0,2013,121,2013-05-01 16:06:04.031000,长征三号乙改进Ⅱ型（遥25）,西昌卫星发射中心二号发射工位28°14′44″N,28.24548,102.02685,超同步转移轨道,中星十一号通信卫星 ,,
177,0,2013,162,2013-06-11 09:38:02.666000,长征二号Ｆ改进型（遥10）,酒泉卫星发射中心九十一号发射阵地（九十一号发射工位）40°57′28″N,40.9579,100.29102,近地椭圆轨道,神舟十号载人航天飞船（聂海胜、张晓光、王亚平） ,,
178,0,2013,196,2013-07-15 09:27:03.000000,长征二号丙（遥23）,酒泉卫星发射中心九十四号发射阵地（九十四号发射工位）40°57′38″N,40.96069,100.29818,太阳同步轨道,前哨二号红外预警卫星（05星）（实践十一号卫星（05星）） ,,
179,0,2013,200,2013-07-19 23:37:55.685000,长征四号丙（遥11）,太原卫星发射中心九号发射阵地（九号发射工位）38°51′48″N,38.8632,111.5896,太阳同步轨道,创新三号  试验七号空间机械臂卫星   实践十五号卫星  ,,
180,0,2013,244,2013-09-01 19:16:00.000000,长征四号丙（遥13）,酒泉卫星发射中心九十四号发射阵地（九十四号发射工位）40°57′38″N,40.96069,100.29818,近地轨道,遥感卫星十七号A  遥感卫星十七号B   遥感卫星十七号C  ,,
181,0,2013,266,2013-09-23 03:07:17.055000,长征四号丙（遥12）,太原卫星发射中心九号发射阵地（九号发射工位）38°51′48″N,38.8632,111.5896,太阳同步轨道,风云三号C气象卫星（风云三号03星） ,,
182,0,2013,298,2013-10-25 03:50:03.536000,长征四号乙（遥25）,酒泉卫星发射中心九十四号发射阵地（九十四号发射工位）40°57′38″N,40.96069,100.29818,近地轨道,长空三号电子侦察卫星（01星）（实践十六号卫星（01星）） ,,
183,0,2013,302,2013-10-29 02:50:04.666000,长征二号丙（遥28）,太原卫星发射中心九号发射阵地（九号发射工位）38°51′48″N,38.8632,111.5896,太阳同步轨道,尖兵七号侦察卫星（03星）（遥感卫星十八号） ,,
184,0,2013,324,2013-11-20 03:31:04.708000,长征四号丙（遥14）,太原卫星发射中心九号发射阵地（九号发射工位）38°51′48″N,38.8632,111.5896,太阳同步轨道,尖兵九号侦察卫星（03星）（遥感卫星十九号） ,,
185,0,2013,329,2013-11-25 02:12:04.397000,长征二号丁（遥23）,酒泉卫星发射中心九十四号发射阵地（九十四号发射工位）40°57′38″N,40.96069,100.29818,太阳同步轨道,试验卫星五号 ,,
186,0,2013,335,2013-12-01 17:30:00.344000,长征三号乙改进Ⅲ型（遥23）,西昌卫星发射中心二号发射工位28°14′44″N,28.24548,102.02685,地月转移轨道,嫦娥三号月球探测器（搭载玉兔号月球车） ,,
187,0,2013,343,2013-12-09 03:26:00.000000,长征四号乙（遥10）,太原卫星发射中心九号发射阵地（九号发射工位）38°51′48″N,38.8632,111.5896,太阳同步轨道,中巴地球资源卫星（03星）（资源一号卫星（03星））（ 中国／ 巴西） ,,
188,0,2013,354,2013-12-20 16:42:04.000000,长征三号乙改进Ⅱ型（遥27）,西昌卫星发射中心二号发射工位28°14′44″N,28.24548,102.02685,超同步转移轨道,图帕克·卡塔里通信卫星[注 46]（玻利维亚通信卫星一号）（ 玻利维亚） ,,
189,0,2014,90,2014-03-31 02:46:03.445000,长征二号丙（遥27）,酒泉卫星发射中心九十四号发射阵地（九十四号发射工位）40°57′38″N,40.96069,100.29818,太阳同步轨道,前哨二号红外预警卫星（06星）（实践十一号卫星（06星）） ,,
190,0,2014,221,2014-08-09 05:45:03.343000,长征四号丙（遥15）,酒泉卫星发射中心九十四号发射阵地（九十四号发射工位）40°57′38″N,40.96069,100.29818,近地轨道,遥感卫星二十号A  遥感卫星二十号B   遥感卫星二十号C  ,,
191,0,2014,231,2014-08-19 03:15:04.947000,长征四号乙（遥27）,太原卫星发射中心九号发射阵地（九号发射工位）38°51′48″N,38.8632,111.5896,太阳同步轨道,高分二号卫星  BRITE-PL2（英语：Heweliusz (satellite)）「赫维留」微卫星[注 47]（ 波兰）  ,,
